UserId,ProductId,Rating,Timestamp
carolyn s.,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,5.0,2017-06-09 00:00:00+00:00
The Old Dog,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,5.0,2017-03-23 00:00:00+00:00
Wanda J.,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,4.0,2017-05-23 00:00:00+00:00
Phil (not) in Magnolia,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,
Amanda0205,All-New Amazon Fire 7 Tablet Case (7th Generation,2.0,2017-07-20 00:00:00+00:00
Dennis Pendergrass,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-07-02 00:00:00+00:00
Rosemary Williams,All-New Amazon Fire 7 Tablet Case (7th Generation,4.0,2017-07-20 00:00:00+00:00
Julia,All-New Amazon Fire 7 Tablet Case (7th Generation,4.0,2017-07-10 00:00:00+00:00
Biblio Ninja,All-New Amazon Fire 7 Tablet Case (7th Generation,3.0,2017-07-22 00:00:00+00:00
Kindle Lover,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-07-18 00:00:00+00:00
Emmie Golemi,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-07-20 00:00:00+00:00
Nathan R.,All-New Amazon Fire 7 Tablet Case (7th Generation,3.0,2017-07-03 00:00:00+00:00
Peggy,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-07-12 00:00:00+00:00
Sunspotbaby,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-07-12 00:00:00+00:00
Jessica,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-07-07 00:00:00+00:00
Stemwind,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-06-29 00:00:00+00:00
Amazon Customer,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-06-16 00:00:00+00:00
FLgurrl,All-New Amazon Fire 7 Tablet Case (7th Generation,1.0,2017-07-20 00:00:00+00:00
Amazon Customer,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-06-09 00:00:00+00:00
Maggie,All-New Amazon Fire 7 Tablet Case (7th Generation,1.0,2017-07-14 00:00:00+00:00
DC,All-New Amazon Fire 7 Tablet Case (7th Generation,1.0,2017-06-12 00:00:00+00:00
EE0715,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-06-18 00:00:00+00:00
Nickolas Snyder,All-New Amazon Fire 7 Tablet Case (7th Generation,1.0,2017-06-17 00:00:00+00:00
Crystal Shipley,All-New Amazon Fire 7 Tablet Case (7th Generation,2.0,2017-06-28 00:00:00+00:00
Dorothy Bengtson,All-New Amazon Fire 7 Tablet Case (7th Generation,4.0,2017-06-16 00:00:00+00:00
J. Seeburger,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,
Flight-ER-Doc,All-New Amazon Fire 7 Tablet Case (7th Generation,2.0,2017-06-25 00:00:00+00:00
Scott716,All-New Amazon Fire 7 Tablet Case (7th Generation,4.0,2017-06-15 00:00:00+00:00
amh,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-06-11 00:00:00+00:00
Regina G.Fetty,All-New Amazon Fire 7 Tablet Case (7th Generation,5.0,2017-06-14 00:00:00+00:00
L. Kirk,Kindle,4.0,2012-09-12 00:00:00+00:00
Tricia L,Kindle,5.0,2012-09-25 00:00:00+00:00
ShirtGuy,Kindle,5.0,2013-12-18 00:00:00+00:00
Carmylita,Kindle,5.0,2013-11-04 00:00:00+00:00
JJCEO,All-New Amazon Fire HD 8 Tablet Case (7th Generation,4.0,
bklynfinest,All-New Amazon Fire HD 8 Tablet Case (7th Generation,1.0,2017-06-25 00:00:00+00:00
J. Chambers,All-New Amazon Fire HD 8 Tablet Case (7th Generation,5.0,
TerriG,All-New Amazon Fire HD 8 Tablet Case (7th Generation,2.0,2017-07-25 00:00:00+00:00
David Mallinder,All-New Amazon Fire HD 8 Tablet Case (7th Generation,4.0,
Dimples,All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.0,2017-07-25 00:00:00+00:00
Darlene,All-New Amazon Fire HD 8 Tablet Case (7th Generation,2.0,2017-07-13 00:00:00+00:00
Bill M.,All-New Amazon Fire HD 8 Tablet Case (7th Generation,4.0,2017-06-20 00:00:00+00:00
Joyce AC,All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.0,2017-07-08 00:00:00+00:00
AMA,All-New Amazon Fire HD 8 Tablet Case (7th Generation,4.0,2017-06-11 00:00:00+00:00
Jeremy Hutchings,All-New Amazon Fire HD 8 Tablet Case (7th Generation,5.0,2017-06-25 00:00:00+00:00
FreeReader,All-New Amazon Fire HD 8 Tablet Case (7th Generation,4.0,2017-06-17 00:00:00+00:00
M.,All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.0,
William,All-New Amazon Fire HD 8 Tablet Case (7th Generation,3.0,2017-07-02 00:00:00+00:00
aklouie,All-New Amazon Fire HD 8 Tablet Case (7th Generation,2.0,2017-07-06 00:00:00+00:00
Phil (not) in Magnolia,All-New Amazon Fire HD 8 Tablet Case (7th Generation,5.0,
iiiireader,All-New Amazon Fire HD 8 Tablet Case (7th Generation,5.0,
renatae33,All-New Amazon Fire HD 8 Tablet Case (7th Generation,5.0,2017-06-11 00:00:00+00:00
FreeSpirit,Fire HD 8 Tablet,3.0,
Jim Samsen,Fire HD 8 Tablet,5.0,2015-10-03 00:00:00+00:00
Desert Rat,Fire HD 8 Tablet,3.0,2015-10-02 00:00:00+00:00
Tenny B,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-06-21 00:00:00+00:00
RS,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-07-02 00:00:00+00:00
Brian Cox,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-06-21 00:00:00+00:00
TODD,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,4.0,2017-06-18 00:00:00+00:00
Amazon Customer,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-07-07 00:00:00+00:00
Melissa J,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-07-20 00:00:00+00:00
Eilhard Molina,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,4.0,2017-06-13 00:00:00+00:00
Nikki,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-07-19 00:00:00+00:00
Amazon Customer,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-06-15 00:00:00+00:00
Lindsay Slater,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,4.0,2017-07-16 00:00:00+00:00
Samantha,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-07-14 00:00:00+00:00
Tenny B,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,5.0,2017-06-21 00:00:00+00:00
Nana2kearaj,All-New Amazon Kid-Proof Case for Amazon Fire 7 Tablet (7th Generation,3.0,2017-06-18 00:00:00+00:00
ktollstam,All-New Fire HD 8 Tablet with Alexa,4.0,2017-06-10 00:00:00+00:00
TD,All-New Fire HD 8 Tablet with Alexa,5.0,2017-06-10 00:00:00+00:00
Adam,All-New Fire HD 8 Tablet with Alexa,5.0,2017-06-10 00:00:00+00:00
Amazon Customer,All-New Fire HD 8 Tablet with Alexa,5.0,2017-06-15 00:00:00+00:00
AlphaKryptonyte,All-New Fire HD 8 Tablet with Alexa,4.0,2017-06-19 00:00:00+00:00
Mike W.,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,2014-10-03 00:00:00+00:00
Mike W.,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
Earthling1984,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
Mike W.,Fire HD 6 Tablet,5.0,
William Hardin,Fire HD 6 Tablet,5.0,
D. Miyao,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2017-01-30 00:00:00+00:00
dm,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2016-11-06 00:00:00+00:00
Corey Clarke,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,4.0,2016-11-11 00:00:00+00:00
A.C,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2016-11-28 00:00:00+00:00
Vincent Pompei,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,3.0,2016-11-17 00:00:00+00:00
Bob,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2017-04-20 00:00:00+00:00
JB 85,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2017-01-12 00:00:00+00:00
C. Morrow,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,
D. Miyao,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2017-01-30 00:00:00+00:00
Ryan,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Midnight Leather,5.0,2017-01-11 00:00:00+00:00
C. Wegenka,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,
gretchen fraley,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-07-22 00:00:00+00:00
Betty Jaggers,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-06-28 00:00:00+00:00
Robyn R Larkin,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-07-18 00:00:00+00:00
Laura Duran,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-06-28 00:00:00+00:00
arual2384,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-07-21 00:00:00+00:00
Jacob St Peter,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,
Kindle Customer,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-07-21 00:00:00+00:00
Carrie Dendy,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-07-19 00:00:00+00:00
Brett,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-06-30 00:00:00+00:00
Kindle Customer,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-06-14 00:00:00+00:00
Rachel,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,5.0,2017-06-12 00:00:00+00:00
Desert Rat,Fire HD 8 Tablet with Alexa,5.0,2016-09-24 00:00:00+00:00
MaGold,Fire HD 8 Tablet with Alexa,5.0,
RaVen,Fire HD 8 Tablet with Alexa,4.0,
Shira Sandford,All-New Fire HD 8 Kids Edition Tablet,5.0,2017-06-10 00:00:00+00:00
Amazon Customer,All-New Fire HD 8 Kids Edition Tablet,5.0,2017-06-16 00:00:00+00:00
Tech Insider,All-New Fire HD 8 Kids Edition Tablet,5.0,
J. Welch,All-New Fire HD 8 Kids Edition Tablet,5.0,2017-06-09 00:00:00+00:00
Amazon Customer,Kindle for Kids Bundle with the latest Kindle E-reader,3.0,2017-01-17 00:00:00+00:00
Anna,Kindle for Kids Bundle with the latest Kindle E-reader,5.0,2016-11-04 00:00:00+00:00
Bookie Monster,Kindle for Kids Bundle with the latest Kindle E-reader,5.0,2017-02-16 00:00:00+00:00
Devin,Kindle for Kids Bundle with the latest Kindle E-reader,5.0,2017-03-31 00:00:00+00:00
DC Mom,Kindle for Kids Bundle with the latest Kindle E-reader,3.0,2017-04-17 00:00:00+00:00
KimberlyinMN,Kindle for Kids Bundle with the latest Kindle E-reader,5.0,2016-10-13 00:00:00+00:00
D. Miyao,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2017-01-30 00:00:00+00:00
dm,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2016-11-06 00:00:00+00:00
Corey Clarke,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,4.0,2016-11-11 00:00:00+00:00
A.C,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2016-11-28 00:00:00+00:00
Vincent Pompei,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,3.0,2016-11-17 00:00:00+00:00
Bob,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2017-04-20 00:00:00+00:00
JB 85,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2017-01-12 00:00:00+00:00
C. Morrow,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,
Ryan,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2017-01-11 00:00:00+00:00
D. Miyao,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Charcoal Fabric,5.0,2017-01-30 00:00:00+00:00
Tech Insider,All-New Fire 7 Kids Edition Tablet,5.0,
Urduja,All-New Fire 7 Kids Edition Tablet,5.0,2017-06-13 00:00:00+00:00
Alex Yandukin,All-New Fire 7 Kids Edition Tablet,5.0,2017-06-14 00:00:00+00:00
Amazon Customer,All-New Fire 7 Kids Edition Tablet,4.0,2017-06-27 00:00:00+00:00
Knicky,All-New Fire 7 Kids Edition Tablet,5.0,2017-06-09 00:00:00+00:00
TL,"Kindle Fire HD 7""",4.0,2012-09-17 00:00:00+00:00
NicoleReviewsItAll,"Kindle Fire HD 7""",5.0,2012-09-17 00:00:00+00:00
wadas1989,"Kindle Fire HD 7""",5.0,2016-08-23 00:00:00+00:00
DBoogie,"Kindle Fire HD 7""",4.0,2012-10-07 00:00:00+00:00
NF,"Kindle Fire HD 7""",4.0,
MarkM,"Kindle Fire HD 7""",5.0,2013-10-04 00:00:00+00:00
Christine Abraham,"Kindle Fire HD 7""",5.0,
NF,"Kindle Fire HD 7""",4.0,
MarkM,"Kindle Fire HD 7""",5.0,2013-10-04 00:00:00+00:00
NF,"Kindle Fire HD 7""",4.0,
Judy Schechter,"Kindle Fire HD 7""",4.0,2013-10-04 00:00:00+00:00
NF,"Kindle Fire HD 7""",4.0,
J. Chambers,Kindle Paperwhite,5.0,
JJCEO,Kindle Paperwhite,5.0,
D. Carlson,Kindle Paperwhite,3.0,
Phil (not) in Magnolia,All-New Fire 7 Tablet with Alexa,4.0,
t. mcgritty,All-New Fire 7 Tablet with Alexa,5.0,2017-06-10 00:00:00+00:00
MWebb,All-New Fire 7 Tablet with Alexa,5.0,2017-06-12 00:00:00+00:00
P'uie,All-New Fire 7 Tablet with Alexa,5.0,2017-06-16 00:00:00+00:00
Roy Estaris,Echo Dot (2nd Generation) - Black,5.0,2016-12-01 00:00:00+00:00
DJ,Echo Dot (2nd Generation) - Black,5.0,
Bryant R.,Echo Dot (2nd Generation) - Black,5.0,2017-01-10 00:00:00+00:00
Lucky Jason,Echo Dot (2nd Generation) - Black,5.0,2017-06-01 00:00:00+00:00
Amazon and AmazonPrime Rock!,Echo Dot (2nd Generation) - Black,5.0,2017-07-07 00:00:00+00:00
RaVen,Echo Dot (2nd Generation) - Black,5.0,
Matthew Johnson,Echo Dot (2nd Generation) - Black,1.0,
Roy Estaris,Echo Dot (2nd Generation) - Black,5.0,2016-12-01 00:00:00+00:00
DJ,Echo Dot (2nd Generation) - Black,5.0,
Bryant R.,Echo Dot (2nd Generation) - Black,5.0,2017-01-10 00:00:00+00:00
Roy Estaris,Echo Dot (2nd Generation) - Black,5.0,2016-12-01 00:00:00+00:00
Roy Estaris,Echo Dot (2nd Generation) - Black,5.0,2016-12-01 00:00:00+00:00
Bryant R.,Echo Dot (2nd Generation) - Black,5.0,2017-01-10 00:00:00+00:00
G.Hulse,Fire Tablet with Alexa,5.0,2015-10-02 00:00:00+00:00
TM massage,Fire Tablet with Alexa,5.0,
Darren Levine,Fire Tablet with Alexa,4.0,
Michael S,Amazon Echo - Black,5.0,
Alex S,Amazon Echo - Black,5.0,
Michael Davis,Amazon Echo - Black,5.0,2017-02-19 00:00:00+00:00
Michael S,Amazon Echo - Black,5.0,
Michael S,Amazon Echo - Black,5.0,
Alex S,Amazon Echo - Black,5.0,
E. M. Foner (SciFi Author),Amazon Echo - Black,5.0,2015-06-23 00:00:00+00:00
Michael S,Amazon Echo - Black,5.0,
Alex S,Amazon Echo - Black,5.0,
J. Chambers,Kindle Paperwhite,5.0,
JJCEO,Kindle Paperwhite,5.0,
D. Carlson,Kindle Paperwhite,3.0,
J-Ro!,Kindle Paperwhite,5.0,2013-12-30 00:00:00+00:00
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,
Del,"Kindle Fire HDX 7""",4.0,2014-09-15 00:00:00+00:00
Michael Gallagher,"Kindle Fire HDX 7""",4.0,
Michael Gallagher,"Kindle Fire HDX 7""",4.0,2013-10-18 05:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,2013-10-19 05:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,2013-10-19 05:00:00+00:00
Michael Gallagher,"Kindle Fire HDX 7""",4.0,2013-10-18 05:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,
NF,"Kindle Fire HDX 7""",5.0,
Michael Gallagher,"Kindle Fire HDX 7""",4.0,
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
Michael Gallagher,"Kindle Fire HDX 7""",4.0,
NF,"Kindle Fire HDX 7""",5.0,
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,
Amazon Reviewer,"Kindle Fire HDX 7""",4.0,2013-10-23 00:00:00+00:00
Michael Gallagher,"Kindle Fire HDX 7""",4.0,2013-10-18 05:00:00+00:00
NF,"Kindle Fire HDX 7""",5.0,2013-10-19 05:00:00+00:00
Deanokat,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,
Heather A,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-04-05 00:00:00+00:00
Quentin Moore,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,
Casey,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-05-31 00:00:00+00:00
Tazman3582,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-05-30 00:00:00+00:00
25Firefighter,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-10 00:00:00+00:00
CraigJ5974,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-10 00:00:00+00:00
JBD1,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-09 00:00:00+00:00
Solserfr,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.0,2016-09-09 00:00:00+00:00
barry,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-09 00:00:00+00:00
Akrin,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-09 00:00:00+00:00
Frangelica,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-09 00:00:00+00:00
Czer,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2016-09-09 00:00:00+00:00
evolracing,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-15 00:00:00+00:00
Jdnlex,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-14 00:00:00+00:00
1234,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.0,2017-07-14 00:00:00+00:00
Brustman,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-14 00:00:00+00:00
1soni,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-14 00:00:00+00:00
Abelitonj,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-14 00:00:00+00:00
BigT,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.0,2017-07-14 00:00:00+00:00
Meme,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.0,2017-07-14 00:00:00+00:00
Boschbeliever,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-09 00:00:00+00:00
Willie4,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-09 00:00:00+00:00
Diva42,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-09 00:00:00+00:00
OfDVine,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,4.0,2017-07-08 00:00:00+00:00
redluong,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-07 00:00:00+00:00
Preacherman,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-07 00:00:00+00:00
Pogera,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,2.0,2017-07-07 00:00:00+00:00
Mike,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,5.0,2017-07-02 00:00:00+00:00
